FECHA_DE_MUESTREO,ESTACIONES,pH,TURBIEDAD_,SOLIDOS_TOTALES_,SOLIDOS_SUSPENDIDOS_TOTALES_,SOLIDOS_DISUELTOS_,DEMANDA_BIOQUIMICA_DE_OXIGENO_,DEMANDA_QUIMICA_DE_OXIGENO_,OXIGENO_DISUELTO_,CONDUCTIVIDAD_ELÉCTRICA_,COLIFORMES_TOTALES_,NITROGENO_TOTAL_,FOSFORO_TOTAL_
quinquenio3,PASO DE LA BOLSA,7.3,189.0,262.0,145.0,117.0,2.39,11.5,4.97,99.2,240000.0,1.79,0.131
quinquenio3,PUENTE HORMIGUERO,7.17,,420.0,313.9,106.1,2.9,15.38,5.02,82.9,24000.0,1.72,0.174
quinquenio3,ANTES INTERCEPTOR SUR,7.03,,433.0,302.0,131.0,2.9,26.86,5.16,91.6,240000.0,2.6,0.031
quinquenio3,JUANCHITO,6.92,,307.0,198.3,108.7,3.0,11.54,4.7,99.5,2400000.0,1.94,0.164
quinquenio3,PASO DEL COMERCIO,6.75,,221.0,110.0,111.0,4.1,7.9,4.29,105.2,95500000.0,2.29,0.256
quinquenio3,PUERTO ISAACS,6.78,,229.0,126.9,102.1,3.4,7.7,3.84,107.0,240000000.0,2.23,0.074
quinquenio3,PASO DE LA TORRE,6.85,,236.0,116.0,120.0,5.42,17.72,0.63,114.5,240000000.0,2.92,
quinquenio3,VIJES,6.91,,372.0,243.3,128.7,4.74,34.54,1.14,149.5,240000000.0,1.49,0.145
quinquenio3,YOTOCO,7.01,,180.0,69.1,110.9,3.74,19.1,0.47,137.5,24000000.0,2.36,0.245
quinquenio3,MEDIACANOA,7.11,,258.0,114.0,144.0,4.03,22.94,0.52,175.7,240000000.0,2.28,0.151
quinquenio3,RIOFRIO,7.52,207.0,316.0,235.0,81.0,3.04,21.02,3.36,123.9,240000.0,1.32,0.258
quinquenio3,PUENTE GUAYABAL,7.44,135.0,277.0,158.8,118.2,4.89,22.91,1.47,146.7,955000.0,1.6,0.24
quinquenio3,LA VICTORIA,7.4,128.0,249.0,148.0,101.0,6.35,7.61,1.62,152.4,240000.0,2.21,0.141
quinquenio3,ANACARO,7.39,186.0,296.0,237.0,59.0,2.84,22.91,2.05,152.0,240000.0,1.63,0.267
quinquenio3,PUENTE LA VIRGINIA,7.33,167.0,238.0,148.0,90.0,2.65,22.94,4.81,135.5,24000.0,1.17,0.5
quinquenio4,ANTES SUAREZ,6.56,,95.0,12.4,82.6,3.91,9.73,2.97,101.4,93.0,1.76,0.05
quinquenio4,ANTES RIO OVEJAS,6.48,,92.0,6.5,85.5,1.24,7.25,3.35,99.8,750.0,1.26,0.035
quinquenio4,ANTES RIO TIMBA,7.2,,100.0,8.8,91.2,2.28,8.51,6.58,93.2,7500.0,1.69,0.03
quinquenio4,PASO DE LA BALSA,7.23,,104.0,12.6,91.4,1.77,5.99,7.23,92.3,2100.0,1.51,0.052
quinquenio4,PASO DE LA BOLSA,7.25,,150.0,19.2,130.8,2.22,9.76,6.49,100.4,930.0,1.58,0.043
quinquenio4,PUENTE HORMIGUERO,6.88,,137.0,24.0,113.0,2.0,9.36,5.9,109.3,66000.0,1.91,0.076
quinquenio4,ANTES INTERCEPTOR SUR,6.8,,165.0,41.0,124.0,1.4,9.36,5.7,109.5,2400.0,1.9,0.1
quinquenio4,JUANCHITO,6.8,,156.0,35.0,121.0,2.9,13.1,3.8,121.1,2400.0,2.04,0.111
quinquenio4,PASO DEL COMERCIO,6.74,,226.0,50.2,175.8,7.0,28.08,2.97,141.9,660000.0,3.01,0.287
quinquenio4,PUERTO ISAACS,6.6,,195.0,52.2,142.8,4.5,20.59,0.54,150.1,66000.0,2.94,0.28
quinquenio4,PASO DE LA TORRE,6.66,,188.0,43.2,144.8,3.77,20.6,,161.7,660000.0,3.24,0.335
quinquenio4,VIJES,6.7,,162.0,46.0,116.0,5.59,24.34,,168.7,240000.0,3.63,0.407
quinquenio4,YOTOCO,6.7,,151.0,27.3,123.7,4.46,16.85,0.75,161.2,24000.0,3.22,0.277
quinquenio4,MEDIACANOA,6.73,,224.0,63.0,161.0,6.24,20.34,1.1,174.4,240000.0,3.29,0.336
quinquenio4,RIOFRIO,7.02,10.0,163.0,17.6,145.4,3.04,20.75,1.19,175.9,24000.0,3.66,0.337
quinquenio4,PUENTE GUAYABAL,,30.0,626.0,14.1,611.9,1.18,17.02,2.31,4259.0,6600.0,2.02,0.223
quinquenio4,LA VICTORIA,7.02,21.0,184.0,21.6,162.4,2.0,17.02,3.05,186.2,11000.0,2.2,0.249
quinquenio4,ANACARO,6.99,10.0,191.0,20.8,170.2,2.81,20.76,2.15,203.8,24000.0,2.21,0.275
quinquenio4,PUENTE LA VIRGINIA,6.63,26.0,214.0,37.0,177.0,1.52,17.0,2.99,176.5,750.0,2.06,0.158
quinquenio4,ANTES SUAREZ,6.42,61.0,103.0,24.5,78.5,2.1,13.23,1.77,95.3,23.0,4.01,0.066
quinquenio4,ANTES RIO OVEJAS,6.35,62.0,99.0,23.5,75.5,2.78,9.29,1.81,92.3,1500.0,2.12,0.049
quinquenio4,ANTES RIO TIMBA,6.91,64.0,110.0,36.5,73.5,2.03,5.68,6.15,85.4,91.0,3.24,0.061
quinquenio4,PASO DE LA BALSA,7.92,103.0,223.0,92.0,131.0,3.6,9.56,6.86,93.8,6600.0,2.21,0.064
quinquenio4,PASO DE LA BOLSA,7.36,78.0,174.0,46.4,127.6,2.27,9.44,4.16,96.1,1500.0,1.9,0.061
quinquenio4,PUENTE HORMIGUERO,7.18,,215.0,132.0,83.0,,24.61,5.05,98.3,6600.0,2.67,0.281
quinquenio4,ANTES INTERCEPTOR SUR,7.22,,232.0,132.0,100.0,,17.06,5.54,101.3,66000.0,1.99,0.13
quinquenio4,JUANCHITO,7.19,,326.0,230.0,96.0,1.1,17.18,4.85,106.9,66000.0,3.68,0.202
quinquenio4,PASO DEL COMERCIO,7.19,,291.0,219.0,72.0,3.6,23.55,4.28,112.6,240000.0,3.53,
quinquenio4,PUERTO ISAACS,7.08,,288.0,177.0,111.0,4.8,20.86,2.87,123.8,240000.0,3.13,0.254
quinquenio4,PASO DE LA TORRE,7.09,,321.0,230.0,91.0,7.18,28.44,2.37,137.5,110000.0,3.28,0.323
quinquenio4,VIJES,7.2,,454.0,332.0,122.0,7.53,28.49,1.83,149.1,66000.0,3.26,0.179
quinquenio4,YOTOCO,7.12,,444.0,328.3,115.7,5.12,28.44,1.59,149.2,24000.0,3.44,0.316
quinquenio4,MEDIACANOA,7.34,,1034.0,882.5,151.5,9.33,58.78,2.14,145.5,66000.0,4.51,0.698
quinquenio4,RIOFRIO,7.19,278.0,435.0,353.0,82.0,12.7,39.82,2.25,140.2,7500.0,3.46,0.438
quinquenio4,PUENTE GUAYABAL,7.29,999.0,865.0,767.5,97.5,5.18,51.74,1.85,137.6,15000.0,4.24,0.45
quinquenio4,LA VICTORIA,7.23,542.0,634.0,506.3,127.7,6.08,39.82,1.97,146.7,2400.0,2.99,
quinquenio4,ANACARO,7.22,177.0,397.0,268.5,128.5,3.26,20.92,2.11,168.2,2400.0,2.4,0.279
quinquenio4,PUENTE LA VIRGINIA,7.3,628.0,894.0,765.0,129.0,5.4,54.98,3.03,117.0,2400.0,3.34,0.388
quinquenio4,ANTES SUAREZ,6.758,10.0,85.0,9.6,75.4,1.2,5.53,4.6,78.3,23.0,2.06,
quinquenio4,ANTES RIO OVEJAS,6.764,11.0,59.0,6.2,52.8,2.14,,4.32,80.8,1500.0,2.29,
quinquenio4,ANTES RIO TIMBA,7.3,320.0,341.0,253.3,87.7,1.42,24.13,6.32,70.1,430.0,1.96,0.133
quinquenio4,PASO DE LA BALSA,7.209,310.0,361.0,263.0,98.0,1.74,20.42,6.5,71.7,11000.0,2.69,0.104
quinquenio4,PASO DE LA BOLSA,7.323,280.0,311.0,186.0,125.0,1.64,20.58,6.19,78.8,24000.0,1.26,0.075
quinquenio4,PUENTE HORMIGUERO,7.319,,317.0,210.0,107.0,2.16,16.75,6.2,84.4,11000.0,3.39,0.041
quinquenio4,ANTES INTERCEPTOR SUR,7.39,,257.0,151.0,106.0,3.03,16.67,5.1,86.4,66000.0,2.16,
quinquenio4,JUANCHITO,7.2,,129.0,92.0,37.0,2.88,16.74,5.0,90.4,66000.0,2.56,0.104
quinquenio4,PASO DEL COMERCIO,7.16,,216.0,137.0,79.0,3.4,16.96,4.36,97.5,240000.0,0.82,0.145
quinquenio4,PUERTO ISAACS,7.1,,195.0,116.0,79.0,2.24,16.7,6.37,115.2,110000.0,1.96,
quinquenio4,PASO DE LA TORRE,7.013,,315.0,236.0,79.0,5.37,27.84,5.75,128.0,1100000.0,3.39,
quinquenio4,VIJES,7.0,,205.0,96.0,109.0,4.52,25.32,5.6,145.1,66000.0,3.74,0.231
quinquenio4,YOTOCO,6.98,,214.0,129.0,85.0,2.85,14.85,4.2,127.5,24000.0,2.14,0.172
quinquenio4,MEDIACANOA,6.954,,234.0,144.0,90.0,6.02,23.95,3.2,126.2,110000.0,2.65,0.164
quinquenio4,RIOFRIO,7.186,85.0,246.0,126.0,120.0,5.45,29.69,,145.0,9300.0,3.05,0.329
quinquenio4,PUENTE GUAYABAL,7.2,115.0,410.0,259.0,151.0,2.28,25.52,1.54,141.5,2400.0,2.68,0.172
quinquenio4,LA VICTORIA,7.38,198.0,467.0,398.0,69.0,2.63,25.52,2.39,148.0,2400.0,2.52,0.203
quinquenio4,ANACARO,7.54,118.0,331.0,190.0,141.0,2.6,14.45,2.65,151.5,6600.0,2.26,0.114
quinquenio4,PUENTE LA VIRGINIA,7.19,91.0,290.0,156.0,134.0,2.9,17.7,3.23,160.5,11000.0,2.04,0.089
quinquenio4,ANTES SUAREZ,7.37,39.0,100.0,20.5,79.5,1.21,,5.97,80.8,43.0,1.6,0.054
quinquenio4,ANTES RIO OVEJAS,7.41,36.0,80.0,28.6,51.4,,7.84,6.06,78.7,75.0,2.06,0.059
quinquenio4,ANTES RIO TIMBA,7.54,35.0,71.0,12.4,58.6,1.45,,7.38,73.1,150.0,1.62,0.052
quinquenio4,PASO DE LA BALSA,7.62,37.0,92.0,20.3,71.7,1.44,,7.13,74.3,750.0,2.5,0.051
quinquenio4,PASO DE LA BOLSA,7.54,128.0,169.0,94.5,74.5,2.22,,6.91,75.4,2400.0,1.64,0.082
quinquenio4,PUENTE HORMIGUERO,6.96,,201.0,84.3,116.7,,7.61,6.53,96.8,11000.0,1.88,0.084
quinquenio4,ANTES INTERCEPTOR SUR,6.95,,217.0,119.3,97.7,3.53,7.82,6.4,100.5,66000.0,2.83,0.098
quinquenio4,JUANCHITO,6.93,,199.0,91.5,107.5,4.1,14.62,5.24,115.2,66000.0,2.36,0.057
quinquenio4,PASO DEL COMERCIO,6.92,,204.0,103.8,100.2,7.5,11.76,4.92,130.5,1100000.0,2.46,0.148
quinquenio4,PUERTO ISAACS,6.94,,245.0,133.0,112.0,3.6,7.84,3.7,122.0,240000.0,3.15,0.147
quinquenio4,PASO DE LA TORRE,6.93,,274.0,165.0,109.0,4.18,15.64,2.14,151.0,660000.0,2.08,0.217
quinquenio4,VIJES,6.95,,228.0,131.0,97.0,2.55,15.68,1.96,159.0,110000.0,2.93,0.154
quinquenio4,YOTOCO,6.93,,296.0,194.0,102.0,2.8,16.6,0.91,176.5,110000.0,2.37,0.198
quinquenio4,MEDIACANOA,7.0,,308.0,230.0,78.0,6.7,18.57,1.14,172.0,66000.0,3.27,0.25
quinquenio4,RIOFRIO,7.43,111.0,288.0,127.0,161.0,4.8,19.56,2.02,168.8,910.0,2.69,0.232
quinquenio4,PUENTE GUAYABAL,7.43,135.0,309.0,169.0,140.0,4.05,23.61,1.41,185.7,660.0,3.32,0.045
quinquenio4,LA VICTORIA,7.37,744.0,401.0,276.7,124.3,2.76,19.6,1.94,181.1,6600.0,4.26,0.123
quinquenio4,ANACARO,7.36,139.0,305.0,180.0,125.0,5.77,19.6,2.68,194.5,6600.0,2.24,0.27
quinquenio4,PUENTE LA VIRGINIA,7.38,146.0,277.0,142.0,135.0,2.05,11.72,3.46,171.8,24000.0,2.32,0.16
quinquenio4,ANTES SUAREZ,7.03,19.0,110.0,3.2,106.8,3.4,,5.1,95.9,75.0,3.33,0.044
quinquenio4,ANTES RIO OVEJAS,7.12,23.0,119.0,83.3,35.7,1.9,,4.45,93.5,75.0,1.88,0.038
quinquenio4,ANTES RIO TIMBA,7.19,9.0,112.0,10.8,101.2,,,6.5,96.6,930.0,2.17,0.04
quinquenio4,PASO DE LA BALSA,7.21,23.0,143.0,14.8,128.2,1.68,,6.94,96.5,930.0,2.31,0.056
quinquenio4,PASO DE LA BOLSA,7.25,26.0,193.0,26.7,166.3,1.09,7.71,5.81,93.7,15000.0,1.8,0.069
quinquenio4,PUENTE HORMIGUERO,7.33,45.0,171.0,31.0,140.0,4.02,7.71,6.79,107.9,66000.0,2.34,0.051
quinquenio4,ANTES INTERCEPTOR SUR,6.84,35.0,209.0,53.0,156.0,6.46,11.43,6.56,127.9,66000.0,2.2,0.075
quinquenio4,JUANCHITO,6.8,61.0,235.0,67.0,168.0,2.77,16.15,6.76,127.7,1100000.0,2.3,0.185
quinquenio4,PASO DEL COMERCIO,6.73,23.0,156.0,30.0,126.0,5.1,23.14,6.86,137.0,2400000.0,2.59,0.202
quinquenio4,PUERTO ISAACS,6.78,35.0,162.0,42.0,120.0,2.11,19.28,5.73,141.9,110000.0,2.79,0.156
quinquenio4,PASO DE LA TORRE,6.77,28.0,156.0,43.8,112.2,3.39,19.28,0.85,161.7,15000.0,2.64,0.258
quinquenio4,VIJES,6.76,21.0,155.0,33.0,122.0,2.13,19.28,0.6,167.4,15000.0,2.63,0.28
quinquenio4,YOTOCO,6.76,28.0,182.0,51.3,130.7,3.42,23.09,0.75,181.0,24000.0,2.99,0.356
quinquenio4,MEDIACANOA,6.73,18.0,162.0,34.5,127.5,1.75,19.28,0.68,187.0,66000.0,2.07,0.306
quinquenio4,RIOFRIO,7.23,21.0,206.0,56.0,150.0,3.33,10.89,2.22,179.3,7500.0,3.39,0.235
quinquenio4,PUENTE GUAYABAL,6.85,25.0,197.0,36.9,160.1,2.3,11.57,2.25,180.7,2400.0,2.97,0.2
quinquenio4,LA VICTORIA,6.85,22.0,260.0,72.5,187.5,4.24,11.66,2.91,182.0,6600.0,3.02,0.244
quinquenio4,ANACARO,6.85,25.0,226.0,56.0,170.0,3.47,15.42,2.53,182.5,660.0,2.75,0.201
quinquenio4,PUENTE LA VIRGINIA,6.8,30.0,191.0,41.7,149.3,2.35,11.57,2.19,189.0,6600.0,2.28,0.206
quinquenio4,ANTES SUAREZ,6.17,109.0,107.0,40.7,66.3,,7.78,3.8,106.1,24000.0,1.4,0.056
quinquenio4,ANTES RIO OVEJAS,5.3,125.0,130.0,53.8,76.2,,11.59,2.6,101.2,15000.0,1.68,0.052
quinquenio4,ANTES RIO TIMBA,5.99,108.0,147.0,66.9,80.1,1.31,8.21,5.79,95.6,9300.0,1.51,0.065
quinquenio4,PASO DE LA BALSA,5.49,104.0,146.0,61.9,84.1,1.26,9.17,6.34,85.7,110000.0,1.28,
quinquenio4,PASO DE LA BOLSA,6.33,349.0,389.0,263.0,126.0,2.42,23.24,6.54,77.6,24000.0,1.3,0.06
quinquenio4,PUENTE HORMIGUERO,5.65,292.0,396.0,248.0,148.0,1.93,19.44,6.36,91.3,66000.0,1.37,
quinquenio4,ANTES INTERCEPTOR SUR,5.65,234.0,272.0,151.0,121.0,3.04,19.44,6.17,106.9,240000.0,1.88,
quinquenio4,JUANCHITO,6.21,198.0,443.0,303.0,140.0,3.09,19.44,5.33,119.7,660000.0,2.68,0.294
quinquenio4,PASO DEL COMERCIO,6.32,199.0,441.0,349.0,92.0,3.68,23.39,4.68,120.1,930000.0,2.01,0.287
quinquenio4,PUERTO ISAACS,6.39,198.0,533.0,382.0,151.0,5.13,34.79,2.18,118.4,750000.0,1.95,
quinquenio4,PASO DE LA TORRE,6.81,240.0,355.0,253.8,101.2,3.41,23.33,3.38,132.7,430000.0,2.3,
quinquenio4,VIJES,6.78,277.0,319.0,193.0,126.0,4.36,27.22,2.83,145.8,660000.0,2.16,
quinquenio4,YOTOCO,6.76,290.0,316.0,196.0,120.0,4.56,31.1,1.74,149.4,660000.0,1.99,
quinquenio4,MEDIACANOA,6.69,404.0,811.0,671.6,139.4,6.9,34.99,1.97,148.7,1100000.0,2.55,
quinquenio4,RIOFRIO,6.68,246.0,266.0,162.0,104.0,3.08,19.44,2.26,145.6,110000.0,1.24,0.134
quinquenio4,PUENTE GUAYABAL,6.63,347.0,339.0,229.0,110.0,2.65,23.33,2.36,165.6,110000.0,1.68,
quinquenio4,LA VICTORIA,6.47,261.0,397.0,281.3,115.7,3.92,31.55,2.5,177.6,43000.0,1.71,
quinquenio4,ANACARO,6.6,275.0,460.0,332.0,128.0,3.97,27.18,2.18,156.7,110000.0,2.17,
quinquenio4,PUENTE LA VIRGINIA,6.4,892.0,901.0,771.6,129.4,4.18,54.43,3.67,140.2,210000.0,3.23,
quinquenio4,ANTES SUAREZ,8.19,20.0,112.0,10.8,101.2,,7.58,5.57,74.8,240.0,3.64,0.057
quinquenio4,ANTES RIO OVEJAS,8.06,20.0,109.0,7.4,101.6,,,5.87,75.9,2400.0,2.74,
quinquenio4,ANTES RIO TIMBA,8.27,352.0,441.0,228.2,212.8,,15.17,6.64,79.3,6600.0,2.9,0.044
quinquenio4,PASO DE LA BALSA,8.21,999.0,468.0,339.0,129.0,,22.75,6.66,69.7,24000.0,3.11,0.049
quinquenio4,PASO DE LA BOLSA,8.74,161.0,308.0,159.0,149.0,,8.49,6.73,65.2,66000.0,2.9,0.214
quinquenio4,PUENTE HORMIGUERO,7.12,235.0,334.0,207.5,126.5,1.4,13.27,6.1,129.7,9300.0,2.83,0.172
quinquenio4,ANTES INTERCEPTOR SUR,7.1,228.0,269.0,155.0,114.0,,13.65,5.96,77.1,660000.0,2.97,0.18
quinquenio4,JUANCHITO,7.1,230.0,332.0,239.0,93.0,3.34,20.89,4.63,80.0,1100000.0,3.46,0.158
quinquenio4,PASO DEL COMERCIO,7.07,236.0,444.0,310.0,134.0,4.9,17.08,4.33,83.0,930000.0,3.45,0.421
quinquenio4,PUERTO ISAACS,7.1,211.0,326.0,257.5,68.5,3.75,17.11,4.12,91.6,1100000.0,3.34,0.291
quinquenio4,PASO DE LA TORRE,6.99,265.0,536.0,400.0,136.0,6.99,28.68,2.69,111.4,1500000.0,3.9,0.384
quinquenio4,VIJES,7.1,237.0,435.0,331.3,103.7,5.47,24.83,2.43,112.9,750000.0,3.82,0.42
quinquenio4,YOTOCO,7.07,289.0,505.0,410.0,95.0,3.27,21.96,2.63,108.4,1100000.0,3.42,0.397
quinquenio4,MEDIACANOA,7.07,703.0,827.0,674.0,153.0,4.15,30.34,3.8,110.8,1100000.0,3.87,0.502
quinquenio4,RIOFRIO,7.14,191.0,412.0,258.8,153.2,3.21,65.51,3.26,123.5,240000.0,3.24,0.104
quinquenio4,PUENTE GUAYABAL,7.1,310.0,635.0,450.0,185.0,3.06,23.43,4.8,173.0,110000.0,2.99,0.156
quinquenio4,LA VICTORIA,7.13,350.0,575.0,441.7,133.3,2.2,19.35,2.87,137.7,150000.0,3.62,0.114
quinquenio4,ANACARO,7.59,524.0,667.0,536.7,130.3,2.69,26.41,3.08,116.7,24000.0,3.73,0.124
quinquenio4,PUENTE LA VIRGINIA,8.0,999.0,1268.0,1110.0,158.0,2.39,41.9,4.08,116.7,110000.0,4.69,
quinquenio4,ANTES SUAREZ,9.0,30.0,81.0,20.4,60.6,1.31,13.73,4.83,86.9,,2.75,0.122
quinquenio4,ANTES RIO OVEJAS,8.62,37.0,99.0,31.5,67.5,,,5.03,74.8,,2.73,
quinquenio4,ANTES RIO TIMBA,8.46,31.0,79.0,21.0,58.0,,5.24,6.43,72.8,,3.05,0.032
quinquenio4,PASO DE LA BALSA,8.32,76.0,127.0,64.4,62.6,1.21,16.65,6.75,73.3,,4.42,0.051
quinquenio4,PASO DE LA BOLSA,8.05,49.0,119.0,40.3,78.7,1.33,,6.75,73.0,,10.13,
quinquenio4,PUENTE HORMIGUERO,7.23,82.0,143.0,54.4,88.6,1.29,5.9,6.77,83.8,,3.17,
quinquenio4,ANTES INTERCEPTOR SUR,7.21,90.0,160.0,59.5,100.5,1.51,11.4,6.5,84.6,,3.46,0.046
quinquenio4,JUANCHITO,7.16,142.0,178.0,86.3,91.7,2.67,12.2,5.57,93.1,,3.56,0.058
quinquenio4,PASO DEL COMERCIO,7.04,76.0,137.0,39.4,97.6,2.5,11.63,5.24,97.2,,3.85,0.094
quinquenio4,PUERTO ISAACS,7.01,92.0,180.0,76.9,103.1,4.2,21.7,3.28,108.3,,4.09,0.155
quinquenio4,PASO DE LA TORRE,7.1,103.0,184.0,70.0,114.0,3.39,18.39,2.78,121.9,,4.06,0.226
quinquenio4,VIJES,7.12,112.0,291.0,174.0,117.0,3.58,16.55,2.97,120.5,,4.04,0.184
quinquenio4,YOTOCO,7.09,128.0,233.0,128.0,105.0,3.22,26.18,2.18,120.8,,4.21,0.207
quinquenio4,MEDIACANOA,7.02,116.0,246.0,95.0,151.0,2.7,26.72,1.45,180.4,,4.45,0.136
quinquenio4,RIOFRIO,8.71,152.0,415.0,311.7,103.3,4.66,27.27,1.79,128.4,,4.55,0.312
quinquenio4,PUENTE GUAYABAL,8.1,82.0,213.0,77.5,135.5,3.26,18.48,1.27,163.5,,4.08,0.3
quinquenio4,LA VICTORIA,7.84,999.0,291.0,156.0,135.0,2.99,21.36,1.91,159.1,,4.53,0.18
quinquenio4,ANACARO,7.95,125.0,334.0,193.0,141.0,3.57,24.34,2.17,169.1,,3.51,0.131
quinquenio4,PUENTE LA VIRGINIA,8.1,298.0,390.0,271.3,118.7,2.77,,3.83,145.1,,3.57,0.15
quinquenio4,ANTES SUAREZ,9.21,7.0,84.0,5.2,78.8,2.2,,2.97,108.4,240.0,2.73,1.011
quinquenio4,ANTES RIO OVEJAS,8.8,10.0,56.0,3.4,52.6,,,8.09,97.0,11000.0,2.76,0.15
quinquenio4,ANTES RIO TIMBA,8.75,17.0,104.0,9.0,95.0,,,5.95,93.1,24000.0,2.6,0.153
quinquenio4,PASO DE LA BALSA,8.65,63.0,130.0,25.0,105.0,,10.89,6.49,89.9,24000.0,2.85,0.133
quinquenio4,PASO DE LA BOLSA,8.58,400.0,322.0,213.3,108.7,,22.2,5.24,86.9,66000.0,3.45,0.275
quinquenio4,PUENTE HORMIGUERO,7.56,66.0,122.0,52.0,70.0,,10.58,6.82,99.1,150000.0,2.76,0.177
quinquenio4,ANTES INTERCEPTOR SUR,7.29,57.0,132.0,62.0,70.0,,11.06,5.85,102.1,93000.0,2.78,0.191
quinquenio4,JUANCHITO,7.2,40.0,179.0,103.8,75.3,4.9,22.07,5.06,129.2,240000000.0,3.98,0.386
quinquenio4,PASO DEL COMERCIO,7.02,41.0,142.0,63.2,78.9,4.5,20.42,4.43,124.9,24000000.0,3.35,0.308
quinquenio4,PUERTO ISAACS,6.96,37.0,160.0,89.0,71.0,5.26,18.45,2.69,131.4,11000000.0,3.74,0.315
quinquenio4,PASO DE LA TORRE,7.05,56.0,154.0,59.0,95.0,3.21,18.49,1.98,145.5,1100000.0,3.65,0.351
quinquenio4,VIJES,7.1,70.0,142.0,45.0,97.0,3.11,14.77,0.96,150.8,660000.0,3.63,0.355
quinquenio4,YOTOCO,7.3,25.0,147.0,32.0,115.0,3.39,21.47,1.06,165.8,93000.0,3.61,0.299
quinquenio4,MEDIACANOA,7.3,34.0,195.0,63.8,131.3,3.87,14.77,1.04,211.3,150000.0,3.81,0.251
quinquenio4,RIOFRIO,8.81,69.0,261.0,109.0,152.0,4.24,14.7,1.7,204.1,240000.0,3.85,0.329
quinquenio4,PUENTE GUAYABAL,8.58,62.0,206.0,64.0,142.0,3.08,14.72,1.85,191.1,24000.0,3.49,0.317
quinquenio4,LA VICTORIA,8.57,51.0,220.0,96.9,123.1,4.75,14.85,3.25,187.0,24000.0,3.51,0.332
quinquenio4,ANACARO,8.31,69.0,262.0,112.5,149.5,2.86,18.59,2.15,195.3,66000.0,3.28,0.345
quinquenio4,PUENTE LA VIRGINIA,8.71,101.0,190.0,62.5,127.5,2.16,17.8,3.7,167.8,660000.0,3.22,0.27
quinquenio4,ANTES SUAREZ,7.01,74.0,119.0,21.6,97.4,2.2,11.81,6.27,67.2,240.0,2.74,
quinquenio4,ANTES RIO OVEJAS,6.98,171.0,64.0,14.5,49.5,,13.55,6.38,66.9,930.0,2.77,
quinquenio4,ANTES RIO TIMBA,7.15,129.0,118.0,53.5,64.5,2.33,17.49,6.93,62.7,24000.0,2.62,0.105
quinquenio4,PASO DE LA BALSA,7.3,133.0,218.0,107.0,111.0,,10.05,6.94,61.1,4300.0,2.72,0.086
quinquenio4,PASO DE LA BOLSA,7.16,359.0,360.0,248.0,112.0,,21.57,6.75,64.5,24000.0,2.62,0.097
quinquenio4,PUENTE HORMIGUERO,7.33,135.0,159.0,110.5,48.5,6.5,31.56,5.15,82.2,93000.0,2.78,
quinquenio4,ANTES INTERCEPTOR SUR,7.3,185.0,240.0,174.4,65.6,2.6,14.7,6.47,82.6,43000.0,2.91,
quinquenio4,JUANCHITO,7.16,193.0,281.0,216.0,65.0,2.5,24.9,6.1,93.4,910000.0,3.09,0.064
quinquenio4,PASO DEL COMERCIO,7.09,129.0,209.0,137.0,72.0,2.62,18.99,5.87,98.4,1500000.0,3.32,0.151
quinquenio4,PUERTO ISAACS,7.06,90.0,150.0,75.6,74.4,2.88,29.78,5.28,103.4,9300000.0,3.32,0.17
quinquenio4,PASO DE LA TORRE,7.04,175.0,250.0,175.0,75.1,3.18,38.51,4.84,115.8,2400000.0,3.27,0.099
quinquenio4,VIJES,7.11,211.0,305.0,210.0,95.1,3.43,26.41,4.13,115.8,2400000.0,3.44,
quinquenio4,YOTOCO,7.07,195.0,306.0,208.8,97.3,3.51,38.9,3.2,122.4,930000.0,3.71,0.366
quinquenio4,MEDIACANOA,6.96,120.0,398.0,277.0,121.0,3.58,40.56,3.27,118.7,430000.0,3.46,0.178
quinquenio4,RIOFRIO,7.16,175.0,393.0,267.5,125.5,3.71,25.17,3.07,122.4,430000.0,3.53,0.188
quinquenio4,PUENTE GUAYABAL,7.24,224.0,430.0,313.0,117.0,2.72,25.5,3.68,125.3,240000.0,3.38,0.192
quinquenio4,LA VICTORIA,7.3,216.0,378.0,246.3,131.8,2.29,25.18,3.28,146.8,93000.0,2.3,0.11
quinquenio4,ANACARO,7.29,720.0,868.0,745.0,123.1,2.16,35.82,3.88,138.3,43000.0,2.23,0.296
quinquenio4,PUENTE LA VIRGINIA,7.33,221.0,324.0,220.0,104.0,3.09,17.38,4.95,131.0,240000.0,3.24,0.134
quinquenio4,ANTES SUAREZ,6.7,18.0,78.0,7.2,70.8,,6.85,5.36,76.0,240.0,,0.187
quinquenio4,ANTES RIO OVEJAS,6.68,38.0,84.0,9.7,74.3,,10.76,5.8,76.4,750.0,,0.195
quinquenio4,ANTES RIO TIMBA,6.92,118.0,167.0,46.0,121.0,,14.66,6.66,67.2,7500.0,,0.137
quinquenio4,PASO DE LA BALSA,7.05,208.0,218.0,136.9,81.1,,18.39,6.8,64.7,66000.0,,0.265
quinquenio4,PASO DE LA BOLSA,6.98,143.0,224.0,107.5,116.5,,14.62,6.85,69.6,11000.0,,
quinquenio4,PUENTE HORMIGUERO,7.1,281.0,305.0,213.0,92.0,2.2,33.1,6.4,80.5,110000.0,,0.305
quinquenio4,ANTES INTERCEPTOR SUR,7.02,496.0,510.0,375.0,135.0,,43.18,5.9,82.2,21000.0,,0.4
